CODIGO,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INST,altitud,latitud,longitud,DEPARTAMEN,MUNICIPIO,AREA_OPERA,AREA_HIDRO,ZONA_HIDRO,ENTIDAD,CORRIENTE,FECHA_SUSP,SUBZONA_HI,COMID,new_COMID,watershed,subbasin
25027230,AYAPEL BEIRUT [25027230],Limnimetrica,Convencional,Suspendida,3/15/68,25,8.308750002,-75.13458334,Cordoba,Ayapel,Area Operativa 02 - Atlantico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cga. De Ayapel,5/15/72,Bajo San Jorge - La Mojana,131766,9003766,south_america,geoglows
25027700,CHIQUICERA LA [25027700],Limnimetrica,Convencional,Activa,11/15/73,55,8.285736342,-75.52019246,Cordoba,Planeta Rica,Area Operativa 02 - Atlantico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cno Carate,,Bajo San Jorge - La Mojana,131740,9003532,south_america,geoglows
25027760,BEIRUT - AUT [25027760],Limnigrafica,Automatica con Telemetria,Activa,11/13/14,26,8.298750002,-75.14291667,Cordoba,Ayapel,Area Operativa 02 - Atlantico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cga. De Ayapel,,Bajo San Jorge - La Mojana,131766,9003766,south_america,geoglows
25027770,MARRALU - AUT [25027770],Limnigrafica,Automatica con Telemetria,Activa,1/1/17,23,8.312916669,-75.24208334,Cordoba,Ayapel,Area Operativa 02 - Atlantico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,San Jorge,,Bajo San Jorge - La Mojana,131775,9003631,south_america,geoglows
2119700147,SAN MIGUEL,Limnigrafica,Automatica con Telemetria,Activa,9/21/18,268,4.254387087,-74.74772042,Cundinamarca,Ricaurte (Cundinamarca),Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Sumapaz,,Rio Sumapaz,135416,9011821,south_america,geoglows
21197010,EL PROFUNDO - AUT [21197010],Limnigrafica,Automatica con Telemetria,Activa,4/14/54,1860,4.022083334,-74.52125,Cundinamarca,Cabrera (Cundinamarca),Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Sumapaz,,Rio Sumapaz,135731,9012486,south_america,geoglows
21197080,BONANZA LA HACIENDA  - AUT [21197080],Limnigrafica,Automatica con Telemetria,Activa,8/14/93,1520,4.39797088,-74.37377579,Cundinamarca,Silvania,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Blanco,,Rio Sumapaz,0,9011472,south_america,geoglows
21197090,DOS MIL [21197090],Limnimetrica,Convencional,Suspendida,5/15/69,250,3.964608633,-74.46019246,Cundinamarca,Cabrera (Cundinamarca),Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Sumapaz,3/31/08,Rio Sumapaz,135745,9012534,south_america,geoglows
21197110,SILVANIA,Limnigrafica,Convencional,Activa,11/14/71,1480,4.400416671,-74.39041667,Cundinamarca,Silvania,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Subia,,Rio Sumapaz,135391,9011432,south_america,geoglows
2120700146,UNIVERSIDAD DE LA SABANA - AUT   [2120700146],Limnigrafica,Automatica con Telemetria,Activa,10/16/18,2553,4.846250004,-74.03875001,Cundinamarca,Chia,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bogota,,Rio Bogota,134974,9010345,south_america,geoglows
2120700162,SAN JOAQUIN - AUT   [2120700162],Limnigrafica,Automatica con Telemetria,Activa,3/5/18,614,4.636193776,-74.53022024,Cundinamarca,La Mesa,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Apulo,,Rio Bogota,135105,9011135,south_america,geoglows
21207960,PUENTE PORTILLO [21207960],Limnigrafica,Convencional,Activa,4/15/65,361,4.454583334,-74.60875,Cundinamarca,Tocaima,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bogota,,Rio Bogota,135366,9011280,south_america,geoglows
21209200,LA CAMPINA - AUT [21209200],Limnigrafica,Automatica con Telemetria,Activa,11/14/92,425,4.302450917,-74.79421576,Cundinamarca,Girardot,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Bogota,,Rio Bogota,135366,9011716,south_america,geoglows
21237010,NARINO - AUT [21237010],Limnigrafica,Convencional,Activa,8/15/77,277,4.387916667,-74.83791667,Cundinamarca,Narino (Cundinamarca),Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena,,Rio Opia,135363,9011707,south_america,geoglows
21237020,ARRANCAPLUMAS  - AUT [21237020],Limnigrafica,Automatica con Telemetria,Activa,1/14/34,222,5.202083339,-74.72593226,Cundinamarca,Guaduas,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena,,Rio Seco y otros Directos al Magdalena,134439,9009660,south_america,geoglows
21237040,CORRALITOS [21237040],Limnimetrica,Convencional,Activa,2/15/72,398,4.644193923,-74.66977602,Cundinamarca,Puli,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Seco,,Rio Seco y otros Directos al Magdalena,135089,9010825,south_america,geoglows
21237050,CAMBAO [21237050],Limnimetrica,Convencional,Activa,10/15/79,2449,4.904140885,-74.73958334,Cundinamarca,San Juan De Rioseco,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena,,Rio Seco y otros Directos al Magdalena,134740,9010306,south_america,geoglows
23037010,PUERTO SALGAR - AUT [23037010],Limnigrafica,Automatica con Telemetria,Activa,1/15/36,186,5.467529746,-74.67227579,Cundinamarca,Puerto Salgar,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena,,Directos al Magdalena entre Rios Seco y Negro (md),134286,9009027,south_america,geoglows
23067020,COLORADOS  - AUT [23067020],Limnigrafica,Automatica con Telemetria,Activa,2/14/52,309,5.469583334,-74.59291667,Cundinamarca,Puerto Salgar,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Negro,,Rio Negro,134370,9008960,south_america,geoglows
23067040,PUERTO LIBRE  - AUT [23067040],Limnigrafica,Automatica con Telemetria,Activa,9/14/74,1784,5.742917751,-74.62708225,Cundinamarca,Puerto Salgar,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Negro,,Rio Negro,133877,9008290,south_america,geoglows
23067050,GUADUERO [23067050],Limnigrafica,Automatica sin Telemetria,Activa,8/15/74,410,5.192083335,-74.57299788,Cundinamarca,Guaduas,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Medio Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Negro,,Rio Negro,134380,9009521,south_america,geoglows
23067060,TOBIA  - AUT [23067060],Limnigrafica,Automatica con Telemetria,Activa,12/14/86,620,5.12625,-74.44708333,Cundinamarca,Nimaima,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Medio Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Negro,,Rio Negro,134457,9009696,south_america,geoglows
23067070,VILLETA - AUT [23067070],Limnimetrica,Automatica con Telemetria,Activa,8/14/74,878,5.009583334,-74.46791667,Cundinamarca,Villeta,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Medio Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Villeta,,Rio Negro,134702,9009999,south_america,geoglows
23067080,CHARCO LARGO  - AUT [23067080],Limnigrafica,Automatica con Telemetria,Activa,9/14/74,940,5.25625,-74.34625,Cundinamarca,La Palma,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Medio Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Negro,,Rio Negro,134429,9009627,south_america,geoglows
23067090,PARAISO EL [23067090],Limnimetrica,Convencional,Suspendida,9/15/74,150,5.231278949,-74.29352579,Cundinamarca,Pacho,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Medio Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Negro,5/15/94,Rio Negro,134397,9009558,south_america,geoglows
24017150,LA BOYERA AUT,Limnimetrica,Convencional,Activa,1/14/60,2610,5.260513293,-73.93645882,Cundinamarca,Ubate,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Ubate,,Rio Suarez,134271,9009238,south_america,geoglows
24017610,BOQUERON [24017610],Limnigrafica,Convencional,Activa,2/15/74,2590,5.328744324,-73.69957766,Cundinamarca,Lenguazaque,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Magdalena Cauca,Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Lenguazaque,,Rio Suarez,134317,9009213,south_america,geoglows
3502700147,GUAYABETAL RIO NEGRO 2 - AUT [3502700147],Limnigrafica,Automatica con Telemetria,Activa,6/27/19,1210,4.213992603,-73.82587302,Cundinamarca,Guayabetal,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Canal Rio Negro,,Rio Guayuriba,135505,9011914,south_america,geoglows
35027020,ORO PODRIDO [35027020],Limnimetrica,Convencional,Suspendida,1/15/57,1345,4.347942963,-73.89352579,Cundinamarca,Caqueza,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Negro,8/15/94,Rio Guayuriba,0,9011640,south_america,geoglows
35027100,CARAZA  - AUT [35027100],Limnigrafica,Automatica con Telemetria,Activa,1/14/70,220,4.429583337,-74.01022944,Cundinamarca,Une,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Une,,Rio Guayuriba,135255,9011439,south_america,geoglows
35027130,PUENTE QUEVEDO [35027130],Limnigrafica,Convencional,Suspendida,1/15/85,2145,4.147942429,-74.06019246,Cundinamarca,Gutierrez,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Clarin,4/15/02,Rio Guayuriba,0,9012202,south_america,geoglows
35027190,GUACAPATE [35027190],Limnigrafica,Convencional,Suspendida,5/14/80,1240,4.31625,-73.86541667,Cundinamarca,Quetame,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Negro,2/22/19,Rio Guayuriba,135455,9011915,south_america,geoglows
35027200,EL PALMAR [35027200],Limnigrafica,Convencional,Suspendida,5/14/80,980,4.206721258,-73.82723254,Cundinamarca,Guayabetal,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Blanco,2/22/19,Rio Guayuriba,135505,9011914,south_america,geoglows
35027500,QUEBRADA RINCON  - AUT [35027500],Limnigrafica,Automatica con Telemetria,Activa,7/7/08,2943,4.662888294,-73.86758135,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Quebrada Rincon,,Rio Guayuriba,0,9011164,south_america,geoglows
35027510,CALOSTROS BAJO - AUT  [35027510],Limnigrafica,Automatica con Telemetria,Activa,5/23/08,2943,4.662443852,-73.87327579,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Calostros,,Rio Guayuriba,0,9011164,south_america,geoglows
35057010,EL CABLE [35057010],Limnigrafica,Convencional,Activa,10/14/68,275,4.39375,-73.29208333,Cundinamarca,Paratebueno,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Humea,,Rio Humea,135447,9011901,south_america,geoglows
35057020,CABLE EL MR 2 [35057020],Limnigrafica,Convencional,Suspendida,3/15/68,275,4.370741405,-73.26407474,Cundinamarca,Paratebueno,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Humea,2/15/70,Rio Humea,135447,9011901,south_america,geoglows
35067020,UBALA [35067020],Limnimetrica,Convencional,Suspendida,11/15/62,1920,4.744696087,-73.56708334,Cundinamarca,Ubala,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Gacheta,5/15/87,Rio Guavio,134891,9010636,south_america,geoglows
35067030,UBALA [35067030],Limnigrafica,Convencional,Activa,12/15/62,1920,4.779583338,-73.48791667,Cundinamarca,Ubala,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chivor,,Rio Guavio,0,9010582,south_america,geoglows
35067040,CHUSNEQUE [35067040],Limnigrafica,Convencional,Suspendida,2/15/63,1602,4.782083337,-73.59349318,Cundinamarca,Ubala,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guavio,8/15/92,Rio Guavio,134891,9010454,south_america,geoglows
35067050,PUENTE HOLGUIN [35067050],Limnimetrica,Convencional,Suspendida,7/15/94,1645,4.799583337,-73.62708334,Cundinamarca,Gacheta,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guavio,2/17/10,Rio Guavio,134891,9010454,south_america,geoglows
35067100,VEGA LA [35067100],Limnigrafica,Convencional,Suspendida,2/15/72,1400,4.72541667,-73.48541667,Cundinamarca,Ubala,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guavio,3/15/83,Rio Guavio,134892,9010638,south_america,geoglows
35067130,MUNDO NUEVO [35067130],Limnigrafica,Convencional,Activa,11/15/79,1757,4.850847036,-73.40225788,Cundinamarca,Ubala,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Rucio,,Rio Guavio,134892,9010413,south_america,geoglows
35067140,MAMBITA [35067140],Limnigrafica,Convencional,Suspendida,2/15/72,518,4.781277535,-73.32685913,Cundinamarca,Ubala,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guavio,8/15/83,Rio Guavio,134892,9010526,south_america,geoglows
35067330,PUENTE REYES [35067330],Limnimetrica,Convencional,Activa,2/16/10,1773,4.818750004,-73.65379362,Cundinamarca,Gacheta,Area Operativa 11 - Cundinamarca-Amazonas-San Andres,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guavio,,Rio Guavio,134773,9010409,south_america,geoglows
35077140,BARBOSA TERMALES [35077140],Limnigrafica,Convencional,Activa,6/15/81,1769,5.047493839,-73.53726164,Cundinamarca,Tibirita,Area Operativa 06 - Boyaca-Casanare-Vichada,Orinoco,Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Macheta,,Rio Garagoa,134598,9009959,south_america,geoglows
31097010,GUAYARE [31097010],Limnimetrica,Convencional,Activa,12/15/83,92,3.957941946,-67.84019246,Guainia,Inirida,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaviare,,Bajo Guaviare,135788,9012600,south_america,geoglows
31097020,PUERTO INIRIDA [31097020],Limnigrafica,Convencional,Activa,2/14/84,100,3.958328107,-67.84480676,Guainia,Inirida,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Inirida,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Inirida,,"R._Inirida_(mi),_hasta_bocas_Cano_Bocon,_y_R._Las Vinas",135788,9012600,south_america,geoglows
32157020,MAPIRRIARE [32157020],Limnimetrica,Convencional,Suspendida,3/15/83,116,2.914606363,-70.29352579,Guainia,Mapiripana,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaviare,11/15/92,Medio Guaviare,137018,9015377,south_america,geoglows
32157040,PUEBLO NUEVO [32157040],Limnimetrica,Convencional,Activa,12/15/83,100,3.424583334,-69.89291667,Guainia,Barranco Mina,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaviare,,Bajo Guaviare,136379,9013904,south_america,geoglows
32157050,SAPUARA [32157050],Limnimetrica,Convencional,Activa,12/15/83,97,3.668552363,-69.37069246,Guainia,Barranco Mina,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaviare,,Bajo Guaviare,136097,9013328,south_america,geoglows
32157060,BARRANCO MURCIELAG [32157060],Limnigrafica,Convencional,Activa,2/15/84,98,3.570024362,-69.59977579,Guainia,Barranco Mina,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaviare,,Bajo Guaviare,136189,9013519,south_america,geoglows
32197010,ARABIA ARRECIFAL [32197010],Limnimetrica,Convencional,Suspendida,12/15/83,96,3.881275087,-68.41019246,Guainia,Barranco Mina,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaviare,12/15/01,Bajo Guaviare,135941,9012971,south_america,geoglows
32047010,RAUDAL DOS [32047010],Limnigrafica,Convencional,Activa,7/15/80,177,2.580416666,-72.86541667,Guaviare,San Jose Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guayabero,,Alto Guaviare,137387,9016225,south_america,geoglows
32047020,BAJO GUAYABERO [32047020],Limnimetrica,Convencional,Suspendida,7/15/80,177,2.610355867,-72.82131081,Guaviare,San Jose Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guayabero,9/20/13,Alto Guaviare,137351,9016170,south_america,geoglows
32047030,CATALINA LA [32047030],Limnimetrica,Convencional,Activa,2/15/83,255,2.358394196,-73.58256086,Guaviare,San Jose Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guayabero,,Alto Guaviare,137633,9016827,south_america,geoglows
32107010,PUERTO ARTURO [32107010],Limnigrafica,Convencional,Activa,11/15/78,175,2.572083339,-72.74867948,Guaviare,San Jose Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaviare,,Medio Guaviare,137378,9016205,south_america,geoglows
32107030,SAN JOSE GUAVIARE [32107030],Limnimetrica,Convencional,Activa,4/15/88,172,2.571383541,-72.64810913,Guaviare,San Jose Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaviare,,Medio Guaviare,137378,9016205,south_america,geoglows
32157010,MAPIRIPANA [32157010],Limnimetrica,Convencional,Activa,3/14/83,121,2.803780036,-70.5254467,Guaviare,San Jose Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainia,Orinoco,Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaviare,,Medio Guaviare,137099,9015566,south_america,geoglows
21017020,SAN AGUSTIN - AUT [21017020],Limnigrafica,Convencional,Activa,4/15/71,1233,1.870416667,-76.23291667,Huila,San Agustin,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Sombrerillos,,Alto Magdalena,138159,9018087,south_america,geoglows
21017030,CASCADA SIMON BOLIVAR  - AUT [21017030],Limnigrafica,Automatica con Telemetria,Activa,4/14/71,1272,1.87375,-76.23125,Huila,Isnos,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena,,Alto Magdalena,138157,9018085,south_america,geoglows
21017040,SALADO BLANCO [21017040],Limnigrafica,Automatica con Telemetria,Activa,4/15/71,170,1.98875,-76.01208333,Huila,Elias,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena,,Rio Timana y otros directos al Magdalena,138059,9017862,south_america,geoglows
21017050,PITALITO 2 - AUT [21017050],Limnigrafica,Automatica con Telemetria,Activa,5/15/72,1250,1.849583334,-76.05291667,Huila,Pitalito,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guarapas,,Alto Magdalena,138302,9018571,south_america,geoglows
21017060,MAGDALENA LA [21017060],Limnigrafica,Convencional,Activa,9/15/91,1700,1.905416668,-76.4010353,Huila,San Agustin,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena,,Alto Magdalena,138126,9018010,south_america,geoglows
21027010,PERICONGO [21027010],Limnigrafica,Convencional,Activa,6/15/80,839,2.053759259,-75.85207409,Huila,Altamira,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena,,Rio Timana y otros directos al Magdalena,137996,9017664,south_america,geoglows
21037010,PUENTE GARCES - AUT [21037010],Limnigrafica,Automatica con Telemetria,Activa,4/15/64,893,2.02625,-75.77536111,Huila,Altamira,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Suaza,,Rio Suaza,138366,9018120,south_america,geoglows
21037020,SAN MARCOS  - AUT [21037020],Limnimetrica,Automatica con Telemetria,Activa,4/14/71,1291,1.750215766,-75.95560913,Huila,Acevedo,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Suaza,,Rio Suaza,138366,9018725,south_america,geoglows
21037080,GUACHARO EL [21037080],Limnigrafica,Convencional,Suspendida,11/15/93,1845,1.652083339,-76.08460125,Huila,Acevedo,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Suaza,10/15/98,Rio Suaza,0,9018725,south_america,geoglows
21047010,PUENTE BALSEADERO [21047010],Limnigrafica,Automatica con Telemetria,Suspendida,9/5/71,688,2.23041545,-75.65727579,Huila,Agrado,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena,6/14/18,Rios Directos al Magdalena (mi),137847,9017138,south_america,geoglows
21057050,VEGA EL SALADO  - AUT [21057050],Limnigrafica,Automatica con Telemetria,Activa,6/14/71,1150,2.329261172,-75.95227579,Huila,La Plata,Area Operativa 04 - Huila-Caqueta,Magdalena Cauca,Alto Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,La Plata,,Rio Paez,137648,9016870,south_america,geoglows
